"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"HMDB0000354","2-Methyl-3-hydroxybutyric acid","HMDB0000354","160471",NA,"CC(C(C)O)C(=O)O","1"
"HMDB0000351","3-Hydroxy-2-methyl-[R-(R,S)]-butanoic acid","HMDB0000351","12313370",NA,"C[C@@H]([C@@H](C)O)C(=O)O","1"
"HMDB0172069","NA","NA","NA","NA","NA","0"
"HMDB0172068","NA","NA","NA","NA","NA","0"
"HMDB0172067","NA","NA","NA","NA","NA","0"
"HMDB0161206","NA","NA","NA","NA","NA","0"
"HMDB0161204","NA","NA","NA","NA","NA","0"
"HMDB0161205","NA","NA","NA","NA","NA","0"
"HMDB0062584","NA","NA","NA","NA","NA","0"
"HMDB0062057","NA","NA","NA","NA","NA","0"
"HMDB0061927","NA","NA","NA","NA","NA","0"
"HMDB0001987","2-Hydroxy-2-methylbutyric acid","HMDB0001987","95433",NA,"CCC(C)(C(=O)O)O","1"
"HMDB0130836","NA","NA","NA","NA","NA","0"
"HMDB0029599","Glutaral","HMDB0029599","3485","C12518","C(CC=O)CC=O","1"
"HMDB0031648","2,4-Pentanedione","HMDB0031648","31261","C15499","CC(=O)CC(C)=O","1"
"HMDB0031602","4-Pentenoic acid","HMDB0031602","61138",NA,"C=CCCC(=O)O","1"
"HMDB0029608","Angelic acid","HMDB0029608","6656","C08279","C/C=C(/C)\C(=O)O","1"
"HMDB0035143","Dihydro-3-methyl-2(3H)-furanone","HMDB0035143","98323",NA,"CC1CCOC1=O","1"
"HMDB0032385","Methyl methacrylate","HMDB0032385","6658","C19504","CC(=C)C(=O)OC","1"
"HMDB0032351","Isopropenyl acetate","HMDB0032351","7916",NA,"CC(=C)OC(=O)C","1"
"HMDB0032459","2-Pentenoic acid","HMDB0032459","638122",NA,"CC/C=C/C(=O)O","1"
"HMDB0031178","Dihydro-2-methyl-3(2H)-furanone","HMDB0031178","18522",NA,"CC1C(=O)CCO1","1"
"HMDB0033840","Dihydro-5-methyl-2(3H)-furanone","HMDB0033840","7921",NA,"CC1CCC(=O)O1","1"
"HMDB0031598","2,3-Pentanedione","HMDB0031598","11747",NA,"CCC(=O)C(=O)C","1"
"HMDB0033978","Ethyl acrylate","HMDB0033978","8821","C19238","CCOC(=O)C=C","1"
"HMDB0002167","3-Methylbutyrolactone","HMDB0002167","98451",NA,"CC1CC(=O)OC1","1"
"HMDB0001862","2-Ethylacrylic acid","HMDB0001862","19166",NA,"CCC(=C)C(=O)O","1"
"HMDB0000509","Senecioic acid","HMDB0000509","10931",NA,"CC(=CC(=O)O)C","1"
"HMDB0001470","Tiglic acid","HMDB0001470","125468","C08279","C/C=C(\C)/C(=O)O","1"
"HMDB0129418","NA","NA","NA","NA","NA","0"
"HMDB0163713","NA","NA","NA","NA","NA","0"
"HMDB0163714","NA","NA","NA","NA","NA","0"
"HMDB0163712","NA","NA","NA","NA","NA","0"
"HMDB0130837","NA","NA","NA","NA","NA","0"
"HMDB0170858","NA","NA","NA","NA","NA","0"
"HMDB0180166","NA","NA","NA","NA","NA","0"
"HMDB0132474","NA","NA","NA","NA","NA","0"
"HMDB0149276","NA","NA","NA","NA","NA","0"
"HMDB0182885","NA","NA","NA","NA","NA","0"
"HMDB0039786","NA","NA","NA","NA","NA","0"
"HMDB0173815","NA","NA","NA","NA","NA","0"
"HMDB0173816","NA","NA","NA","NA","NA","0"
"HMDB0171081","NA","NA","NA","NA","NA","0"
"HMDB0032576","2-Methoxy-1,4-benzoquinone","HMDB0032576","76146",NA,"COC1=CC(=O)C=CC1=O","1"
"HMDB0033812","Sesamol","HMDB0033812","68289","C10832","C1OC2=C(O1)C=C(C=C2)O","1"
"HMDB0059965","NA","NA","NA","NA","NA","0"
"HMDB0032920","alpha-Furyl methyl diketone","HMDB0032920","74038",NA,"CC(=O)C(=O)C1=CC=CO1","1"
"HMDB0171080","NA","NA","NA","NA","NA","0"
"HMDB0062484","NA","NA","NA","NA","NA","0"
"HMDB0004062","Gentisate aldehyde","HMDB0004062","70949","C05585","C1=CC(=C(C=C1O)C=O)O","1"
"HMDB0002466","3-Hydroxybenzoic acid","HMDB0002466","7420","C00587","C1=CC(=CC(=C1)O)C(=O)O","1"
"HMDB0000500","4-Hydroxybenzoic acid","HMDB0000500","135","C00156","C1=CC(=CC=C1C(=O)O)O","1"
"HMDB0001895","Salicylic acid","HMDB0001895","338","C00805","C1=CC=C(C(=C1)C(=O)O)O","1"
"HMDB0035646","Methyl 2-(methylthio)acetate","HMDB0035646","85522","C03173","COC(=O)CSC","1"
"HMDB0001527","3-Methylthiopropionic acid","HMDB0001527","563","C08276","CSCCC(=O)O","1"
"HMDB0112255","NA","NA","NA","NA","NA","0"
"HMDB0041801","NA","NA","NA","NA","NA","0"
"HMDB0041799","NA","NA","NA","NA","NA","0"
"HMDB0041571","NA","NA","NA","NA","NA","0"
"HMDB0041568","NA","NA","NA","NA","NA","0"
"HMDB0041569","NA","NA","NA","NA","NA","0"
"HMDB0041570","NA","NA","NA","NA","NA","0"
"HMDB0041254","NA","NA","NA","NA","NA","0"
"HMDB0031844","Trimethylpyrazine","HMDB0031844","26808",NA,"CC1=CN=C(C(=N1)C)C","1"
"HMDB0000251","Taurine","HMDB0000251","1123","C00245","C(CS(=O)(=O)O)N","1"
"HMDB0041922","NA","NA","NA","NA","NA","0"
"HMDB0171225","NA","NA","NA","NA","NA","0"
"HMDB0164607","NA","NA","NA","NA","NA","0"
"HMDB0166218","NA","NA","NA","NA","NA","0"
"HMDB0164608","NA","NA","NA","NA","NA","0"
"HMDB0171213","NA","NA","NA","NA","NA","0"
"HMDB0166253","NA","NA","NA","NA","NA","0"
"HMDB0171212","NA","NA","NA","NA","NA","0"
"HMDB0166254","NA","NA","NA","NA","NA","0"
"HMDB0166217","NA","NA","NA","NA","NA","0"
"HMDB0062781","NA","NA","NA","NA","NA","0"
"HMDB0059784","NA","NA","NA","NA","NA","0"
"HMDB0161317","NA","NA","NA","NA","NA","0"
"HMDB0160653","NA","NA","NA","NA","NA","0"
"HMDB0160654","NA","NA","NA","NA","NA","0"
"HMDB0000208","Oxoglutaric acid","HMDB0000208","51","C00026","C(CC(=O)O)C(=O)C(=O)O","1"
"HMDB0013701","3-Oxoglutaric acid","HMDB0013701","68328",NA,"C(C(=O)CC(=O)O)C(=O)O","1"
"HMDB0164700","NA","NA","NA","NA","NA","0"
"HMDB0161318","NA","NA","NA","NA","NA","0"
"HMDB0041390","NA","NA","NA","NA","NA","0"
"HMDB0041393","NA","NA","NA","NA","NA","0"
"HMDB0033966","Di-2-propenyl disulfide, 9CI","HMDB0033966","16590","C08369","C=CCSSCC=C","1"
"HMDB0000139","Glyceric acid","HMDB0000139","439194","C00258","C([C@H](C(=O)O)O)O","1"
"HMDB0031818","D-2,3-Dihydroxypropanoic acid","HMDB0031818","439194","C00258","C(C(C(=O)O)O)O","1"
"HMDB0006372","L-Glyceric acid","HMDB0006372","6326776",NA,"C([C@@H](C(=O)O)O)O","1"
"HMDB0172056","NA","NA","NA","NA","NA","0"
"HMDB0172059","NA","NA","NA","NA","NA","0"
"HMDB0172058","NA","NA","NA","NA","NA","0"
"HMDB0172057","NA","NA","NA","NA","NA","0"
"HMDB0159225","NA","NA","NA","NA","NA","0"
"HMDB0159223","NA","NA","NA","NA","NA","0"
"HMDB0159222","NA","NA","NA","NA","NA","0"
"HMDB0005785","Indole-3-carbinol","HMDB0005785","3712",NA,"C1=CC=C2C(=C1)C(=CN2)CO","1"
"HMDB0030204","1-(2-Furanylmethyl)-1H-pyrrole","HMDB0030204","15037",NA,"C1=CN(C=C1)CC2=CC=CO2","1"
"HMDB0040009","NA","NA","NA","NA","NA","0"
"HMDB0040011","NA","NA","NA","NA","NA","0"
"HMDB0159224","NA","NA","NA","NA","NA","0"
"HMDB0011664","3-Methylene-indolenine","HMDB0011664","170404",NA,"C=C1C=NC2=CC=CC=C12","1"
"HMDB0033731","Quinoline","HMDB0033731","7047","C06413","C1=CC=C2C(=C1)C=CC=N2","1"
"HMDB0034244","Isoquinoline","HMDB0034244","8405","C06323","C1=CC=C2C=NC=CC2=C1","1"
"HMDB0032980","3,4-Dimethylthiophene","HMDB0032980","79089",NA,"CC1=CSC=C1C","1"
"HMDB0032979","2,5-Dimethylthiophene","HMDB0032979","12514",NA,"CC1=CC=C(S1)C","1"
"HMDB0032977","2,3-Dimethylthiophene","HMDB0032977","34295",NA,"CC1=C(SC=C1)C","1"
"HMDB0032978","2,4-Dimethylthiophene","HMDB0032978","34296",NA,"CC1=CC(=CS1)C","1"
"HMDB0035385","3-Ethylthiophene","HMDB0035385","74530",NA,"CCC1=CSC=C1","1"
"HMDB0035384","2-Ethylthiophene","HMDB0035384","13388",NA,"CCC1=CC=CS1","1"
"HMDB0038973","NA","NA","NA","NA","NA","0"
"HMDB0038433","NA","NA","NA","NA","NA","0"
"HMDB0032341","Isoamyl isothiocyanate","HMDB0032341","79086",NA,"CC(C)CCN=C=S","1"
"HMDB0179339","NA","NA","NA","NA","NA","0"
"HMDB0187593","NA","NA","NA","NA","NA","0"
"HMDB0179338","NA","NA","NA","NA","NA","0"
"HMDB0179340","NA","NA","NA","NA","NA","0"
"HMDB0179337","NA","NA","NA","NA","NA","0"
"HMDB0031543","3-Methyl-1,2-cyclopentanedione","HMDB0031543","16211403",NA,"CC1CCC(=O)C1=O.CC1=C(C(=O)CC1)O","1"
"HMDB0032233","2,5-Dimethyl-3(2H)-furanone","HMDB0032233","85730",NA,"CC1C(=O)C=C(O1)C","1"
"HMDB0034247","2-(Methoxymethyl)furan","HMDB0034247","61661",NA,"COCC1=CC=CO1","1"
"HMDB0039778","NA","NA","NA","NA","NA","0"
"HMDB0029581","(2E,4E)-2,4-Hexadienoic acid","HMDB0029581","643460",NA,"C/C=C/C=C/C(=O)O","1"
"HMDB0031344","1,2-Cyclohexanedione","HMDB0031344","0","C06105","O=C1CCCCC1=O","1"
"HMDB0031759","(E)-4-Oxo-2-hexen-1-al","HMDB0031759","6365145",NA,"CCC(=O)/C=C/C=O","1"
"HMDB0001164","trans-1,2-Dihydrobenzene-1,2-diol","HMDB0001164","149186","C04221","C1=C[C@H]([C@@H](C=C1)O)O","1"
"HMDB0040260","NA","NA","NA","NA","NA","0"
"HMDB0033569","Syoyualdehyde","HMDB0033569","12281547",NA,"C/C(=C/C=O)/C(=O)C","1"
"HMDB0029444","2-Pyrrolidineacetic acid","HMDB0029444","123784",NA,"C1CC(NC1)CC(=O)O","1"
"HMDB0094697","NA","NA","NA","NA","NA","0"
"HMDB0059649","NA","NA","NA","NA","NA","0"
"HMDB0015212","Vigabatrin","HMDB0015212","5665","C07500","C=CC(CCC(=O)O)N","1"
"HMDB0062225","NA","NA","NA","NA","NA","0"
"HMDB0000070","Pipecolic acid","HMDB0000070","849","C00408","C1CCNC(C1)C(=O)O","1"
"HMDB0062767","NA","NA","NA","NA","NA","0"
"HMDB0004226","N4-Acetylaminobutanal","HMDB0004226","440850","C05936","CC(=O)NCCCC=O","1"
"HMDB0005960","D-Pipecolic acid","HMDB0005960","736316",NA,"C1CCN[C@H](C1)C(=O)O","1"
"HMDB0000716","L-Pipecolic acid","HMDB0000716","439227","C00408","C1CCN[C@@H](C1)C(=O)O","1"
"HMDB0029435","L-trans-4-Methyl-2-pyrrolidinecarboxylic acid","HMDB0029435","352051",NA,"CC1CC(NC1)C(=O)O","1"
"HMDB0094696","N-Methyl-proline","HMDB0094696","643474",NA,"CN1CCC[C@H]1C(O)=O","1"
"HMDB0033453","Fagomine","HMDB0033453","72259","C10144","C1CN[C@@H]([C@H]([C@@H]1O)O)CO","1"
"HMDB0142963","NA","NA","NA","NA","NA","0"
"HMDB0168724","NA","NA","NA","NA","NA","0"
"HMDB0168723","NA","NA","NA","NA","NA","0"
"HMDB0061157","NA","NA","NA","NA","NA","0"
"HMDB0029449","(2R,3R,4R)-2-Amino-4-hydroxy-3-methylpentanoic acid","HMDB0029449","354197",NA,"CC(C(C)O)C(C(=O)O)N","1"
"HMDB0031537","3-Methylcyclohexanethiol","HMDB0031537","21259899",NA,"CC1CCCC(C1)S","1"
"HMDB0040153","NA","NA","NA","NA","NA","0"
"HMDB0002108","Methylcysteine","HMDB0002108","384585100","C22040","CSC[C@@H](C(=O)O)N","1"
"HMDB0000742","Homocysteine","HMDB0000742","778","C00155","C(CS)C(C(=O)O)N","1"
"HMDB0004812","2,5-Furandicarboxylic acid","HMDB0004812","76720","C20450","C1=C(OC(=C1)C(=O)O)C(=O)O","1"
"HMDB0040939","NA","NA","NA","NA","NA","0"
"HMDB0187641","NA","NA","NA","NA","NA","0"
"HMDB0000134","Fumaric acid","HMDB0000134","444972","C00122","C(=C/C(=O)O)\C(=O)O","1"
"HMDB0000176","Maleic acid","HMDB0000176","444972","C01384","C(=C\C(=O)O)\C(=O)O","1"
"HMDB0172136","NA","NA","NA","NA","NA","0"
"HMDB0165770","NA","NA","NA","NA","NA","0"
"HMDB0165771","NA","NA","NA","NA","NA","0"
"HMDB0165773","NA","NA","NA","NA","NA","0"
"HMDB0172134","NA","NA","NA","NA","NA","0"
"HMDB0172135","NA","NA","NA","NA","NA","0"
"HMDB0240308","NA","NA","NA","NA","NA","0"
"HMDB0165772","NA","NA","NA","NA","NA","0"
"HMDB0029737","1H-Indole-3-carboxaldehyde","HMDB0029737","10256","C08493","C1=CC=C2C(=C1)C(=CN2)C=O","1"
"HMDB0004186","3-Methyldioxyindole","HMDB0004186","151066","C05834","CC1(C2=CC=CC=C2NC1=O)O","1"
"HMDB0001424","4-(3-Pyridyl)-3-butenoic acid","HMDB0001424","5478892",NA,"C1=CC(=CN=C1)/C=C/CC(=O)O","1"
"HMDB0062406","NA","NA","NA","NA","NA","0"
"HMDB0029300","p-Anisidine","HMDB0029300","7732","C19326","COC1=CC=C(C=C1)N","1"
"HMDB0167379","NA","NA","NA","NA","NA","0"
"HMDB0032578","4-Hydroxybenzylamine","HMDB0032578","97472",NA,"C1=CC(=CC=C1CN)O","1"
"HMDB0040360","NA","NA","NA","NA","NA","0"
"HMDB0036058","NA","NA","NA","NA","NA","0"
"HMDB0167378","NA","NA","NA","NA","NA","0"
"HMDB0032492","2-Propionylpyrrole","HMDB0032492","61260",NA,"CCC(=O)C1=CC=CN1","1"
"HMDB0167848","NA","NA","NA","NA","NA","0"
"HMDB0167849","NA","NA","NA","NA","NA","0"
"HMDB0167850","NA","NA","NA","NA","NA","0"
"HMDB0032748","R-1-Propenyl 1-propanesulfinothioate","HMDB0032748","14412548",NA,"CCCS(=O)S\C=C/C","1"
"HMDB0032741","S-2-Propenyl 1-propanesulfinothioate","HMDB0032741","20209224",NA,"CCCS(=O)SCC=C","1"
"HMDB0032749","R-Propyl 1-propenesulfinothioate","HMDB0032749","131751295",NA,"CCCSS(=O)\C=C/C","1"
"HMDB0039965","NA","NA","NA","NA","NA","0"
"HMDB0240327","NA","NA","NA","NA","NA","0"
"HMDB0159478","NA","NA","NA","NA","NA","0"
"HMDB0159477","NA","NA","NA","NA","NA","0"
"HMDB0158747","NA","NA","NA","NA","NA","0"
"HMDB0158748","NA","NA","NA","NA","NA","0"
"HMDB0158745","NA","NA","NA","NA","NA","0"
"HMDB0158746","NA","NA","NA","NA","NA","0"
"HMDB0159480","NA","NA","NA","NA","NA","0"
"HMDB0159479","NA","NA","NA","NA","NA","0"
"HMDB0161124","NA","NA","NA","NA","NA","0"
"HMDB0161123","NA","NA","NA","NA","NA","0"
"HMDB0161125","NA","NA","NA","NA","NA","0"
"HMDB0155922","NA","NA","NA","NA","NA","0"
"HMDB0061930","NA","NA","NA","NA","NA","0"
"HMDB0033837","Dimethyl succinate","HMDB0033837","7820",NA,"COC(=O)CCC(=O)OC","1"
"HMDB0006900","(S)-2-Aceto-2-hydroxybutanoic acid","HMDB0006900","440875","C06006","CC[C@](C(=O)C)(C(=O)O)O","1"
"HMDB0002173","Solerol","HMDB0002173","21252275",NA,"C1CC(=O)OCC(C1O)O","1"
"HMDB0002074","2,2-Dimethylsuccinic acid","HMDB0002074","11701",NA,"CC(C)(CC(=O)O)C(=O)O","1"
"HMDB0000858","Monomethyl glutaric acid","HMDB0000858","73917","C02930","COC(=O)CCCC(=O)O","1"
"HMDB0000752","Methylglutaric acid","HMDB0000752","12284",NA,"CC(CC(=O)O)CC(=O)O","1"
"HMDB0000422","2-Methylglutaric acid","HMDB0000422","12046",NA,"CC(CCC(=O)O)C(=O)O","1"
"HMDB0000448","Adipic acid","HMDB0000448","196","C06104","C(CCC(=O)O)CC(=O)O","1"
"HMDB0062489","NA","NA","NA","NA","NA","0"
"HMDB0010207","L-Rhamnulose","HMDB0010207","439330","C00861","C[C@@H]([C@H]([C@@H](C(=O)CO)O)O)O","1"
"HMDB0033821","2-O-Methyl-D-xylose","HMDB0033821","560157",NA,"COC1C(O)OC(CO)C1O","1"
"HMDB0062477","NA","NA","NA","NA","NA","0"
"HMDB0062498","NA","NA","NA","NA","NA","0"
"HMDB0062499","NA","NA","NA","NA","NA","0"
"HMDB0060267","L-Fuculose","HMDB0060267","6857362","C01721","[H][C@@](C)(O)[C@@]([H])(O)[C@@]([H])(O)C(=O)CO","1"
"HMDB0005876","3-Deoxyfructose","HMDB0005876","3080627",NA,"C([C@@H]([C@@H](CO)O)O)C(=O)CO","1"
"HMDB0012327","2-Deoxygalactopyranose","HMDB0012327","439804","C02781","C1[C@H]([C@H]([C@H](OC1O)CO)O)O","1"
"HMDB0002712","1,5-Anhydrosorbitol","HMDB0002712","64960","C07326","C1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O","1"
"HMDB0059625","NA","NA","NA","NA","NA","0"
"HMDB0029196","D-Fucose","HMDB0029196","444200","C01018","C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O","1"
"HMDB0003081","Beta-D-Fucose","HMDB0003081","439650","C02095","C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O","1"
"HMDB0000174","L-Fucose","HMDB0000174","25310","C01019","C[C@H]1[C@H]([C@H]([C@@H](C(O1)O)O)O)O","1"
"HMDB0059624","NA","NA","NA","NA","NA","0"
"HMDB0000849","Rhamnose","HMDB0000849","25310","C00507","C[C@H]1[C@@H]([C@H]([C@H](C(O1)O)O)O)O","1"
"HMDB0124735","NA","NA","NA","NA","NA","0"
"HMDB0240304","NA","NA","NA","NA","NA","0"
"HMDB0041477","NA","NA","NA","NA","NA","0"
"HMDB0031660","Dibutyl sulfide","HMDB0031660","11002",NA,"CCCCSCCCC","1"
"HMDB0168717","NA","NA","NA","NA","NA","0"
"HMDB0168715","NA","NA","NA","NA","NA","0"
"HMDB0168716","NA","NA","NA","NA","NA","0"
"HMDB0168718","NA","NA","NA","NA","NA","0"
"HMDB0062061","NA","NA","NA","NA","NA","0"
"HMDB0030302","2,3,4-Trimethylhexane","HMDB0030302","13533",NA,"CCC(C)C(C)C(C)C","1"
"HMDB0029595","Nonane","HMDB0029595","8141","C02445","CCCCCCCCC","1"
"HMDB0030301","2,2,3,4-Tetramethylpentane","HMDB0030301","14462",NA,"CC(C)C(C)C(C)(C)C","1"
"HMDB0031556","Isononane","HMDB0031556","18591",NA,"CCCCCCC(C)C","1"
"HMDB0031416","3,4-Dimethylheptane","HMDB0031416","13534",NA,"CCCC(C)C(C)CC","1"
"HMDB0062017","NA","NA","NA","NA","NA","0"
"HMDB0062013","NA","NA","NA","NA","NA","0"
"HMDB0000072","cis-Aconitic acid","HMDB0000072","643757","C00417","C(/C(=C/C(=O)O)/C(=O)O)C(=O)O","1"
"HMDB0001264","Dehydroascorbic acid","HMDB0001264","7786","C05422","C([C@H]([C@@H]1C(=O)C(=O)C(=O)O1)O)O","1"
"HMDB0000958","trans-Aconitic acid","HMDB0000958","444212","C02341","C(/C(=C\C(=O)O)/C(=O)O)C(=O)O","1"
"HMDB0062706","NA","NA","NA","NA","NA","0"
"HMDB0040200","NA","NA","NA","NA","NA","0"
"HMDB0039789","NA","NA","NA","NA","NA","0"
"HMDB0038974","NA","NA","NA","NA","NA","0"
"HMDB0039790","NA","NA","NA","NA","NA","0"
"HMDB0031518","D-Malic acid","HMDB0031518","92824","C00497","C([C@H](C(=O)O)O)C(=O)O","1"
"HMDB0000744","Malic acid","HMDB0000744","525","C03668","C(C(C(=O)O)O)C(=O)O","1"
"HMDB0032872","Velcorin","HMDB0032872","3086",NA,"COC(=O)OC(=O)OC","1"
"HMDB0000156","L-Malic acid","HMDB0000156","222656","C00149","C([C@@H](C(=O)O)O)C(=O)O","1"
"HMDB0166840","NA","NA","NA","NA","NA","0"
"HMDB0166841","NA","NA","NA","NA","NA","0"
"HMDB0166843","NA","NA","NA","NA","NA","0"
"HMDB0013004","NA","NA","NA","NA","NA","0"
"HMDB0004110","Phosphonoacetate","HMDB0004110","546","C05682","C(C(=O)O)P(=O)(O)O","1"
"HMDB0001494","Acetylphosphate","HMDB0001494","186","C00227","CC(=O)OP(=O)(O)O","1"
"HMDB0002285","2-Indolecarboxylic acid","HMDB0002285","72899",NA,"C1=CC=C2C(=C1)C=C(N2)C(=O)O","1"
"HMDB0240311","NA","NA","NA","NA","NA","0"
"HMDB0060289","Quinoline-4,8-diol","HMDB0060289","440737","C05637","OC1=CC=CC2=C(O)C=CN=C12","1"
"HMDB0003320","Indole-3-carboxylic acid","HMDB0003320","69867","C19837","C1=CC=C2C(=C1)C(=CN2)C(=O)O","1"
"HMDB0031172","3-Formyl-6-hydroxyindole","HMDB0031172","10103438",NA,"C1=CC2=C(C=C1O)NC=C2C=O","1"
"HMDB0004077","4,6-Dihydroxyquinoline","HMDB0004077","440738","C05639","C1=CC2=C(C=C1O)C(=O)C=CN2","1"
"HMDB0032398","Methyl n-formylanthranilate","HMDB0032398","162458",NA,"COC(=O)C1=CC=CC=C1NC=O","1"
"HMDB0000992","3-Succinoylpyridine","HMDB0000992","437","C19569","C1=CC(=CN=C1)C(=O)CCC(=O)O","1"
"HMDB0000714","Hippuric acid","HMDB0000714","464","C01586","C1=CC=C(C=C1)C(=O)NCC(=O)O","1"
"HMDB0062583","NA","NA","NA","NA","NA","0"
"HMDB0032595","1-(4-Methoxyphenyl)-2-nitroethylene","HMDB0032595","697963",NA,"COC1=CC=C(C=C1)/C=C/[N+](=O)[O-]","1"
"HMDB0184242","NA","NA","NA","NA","NA","0"
"HMDB0012884","Adrenochrome","HMDB0012884","5898",NA,"CN1CC(C2=CC(=O)C(=O)C=C21)O","1"
"HMDB0038174","NA","NA","NA","NA","NA","0"
"HMDB0033388","NA","NA","NA","NA","NA","0"
"HMDB0185632","NA","NA","NA","NA","NA","0"
"HMDB0059856","NA","NA","NA","NA","NA","0"
"HMDB0012153","3,4-Dihydroxybenzylamine","HMDB0012153","91623",NA,"C1=CC(=C(C=C1CN)O)O","1"
"HMDB0030410","L-2-Amino-3-methylenehexanoic acid","HMDB0030410","76223581",NA,"CCCC(=C)C(N)C(O)=O","1"
"HMDB0004827","Proline betaine","HMDB0004827","7016563","C10172","C[N+]1(CCC[C@H]1C(=O)[O-])C","1"
"HMDB0038949","NA","NA","NA","NA","NA","0"
"HMDB0032332","Hydroxylated lecithin","HMDB0032332","97663","C03124","C([C@@H](C(=O)O)N)C(=O)NO","1"
"HMDB0145430","NA","NA","NA","NA","NA","0"
"HMDB0128078","NA","NA","NA","NA","NA","0"
"HMDB0134039","NA","NA","NA","NA","NA","0"
"HMDB0135273","NA","NA","NA","NA","NA","0"
"HMDB0135648","NA","NA","NA","NA","NA","0"
"HMDB0135274","NA","NA","NA","NA","NA","0"
"HMDB0135275","NA","NA","NA","NA","NA","0"
"HMDB0035243","1-Phenyl-1,2-propanedione","HMDB0035243","11363","C17268","CC(=O)C(=O)C1=CC=CC=C1","1"
"HMDB0000930","trans-Cinnamic acid","HMDB0000930","444539","C10438","C1=CC=C(C=C1)/C=C/C(=O)O","1"
"HMDB0000567","Cinnamic acid","HMDB0000567","5372954","C10438","C1=CC=C(C=C1)/C=C\C(=O)O","1"
"HMDB0036626","NA","NA","NA","NA","NA","0"
"HMDB0040986","(E)-3-(4-Hydroxyphenyl)-2-propenal","HMDB0040986","641301","C05608","OC1=CC=C(\C=C\C=O)C=C1","1"
"HMDB0031725","(E)-3-(2-Hydroxyphenyl)-2-propenal","HMDB0031725","5318169",NA,"C1=CC=C(C(=C1)/C=C/C=O)O","1"
"HMDB0032947","Di-2-furanylmethane","HMDB0032947","70972",NA,"C1=COC(=C1)CC2=CC=CO2","1"
"HMDB0062407","NA","NA","NA","NA","NA","0"
"HMDB0004992","Benzocaine","HMDB0004992","2337","C07527","CCOC(=O)C1=CC=C(C=C1)N","1"
"HMDB0001007","3-Pyridinebutanoic acid","HMDB0001007","114",NA,"C1=CC(=CN=C1)CCCC(=O)O","1"
